Comments,HateSpeech
কি দিয়ে গালি দিবো ঠিক বুঝতে পারছি না।,0
নষ্টা মেয়ে বলে এমন করে,1
তুই মর শালি বেটী,1
লাইকা নাকি নাইকা,0
বুরা বাইনচোদ,1
"মানুষ যখন অল্প কষ্ট পায় তখন সে কাঁদে! কিন্তু যখন অনেক বেশি কষ্ট পায়, তখন সে আর কাঁদে না! পাল্টে যায়!",0
অতিত ছাড়া জীবন সুন্দর করা যায় না,0
যার বুঝার সে তো বুঝেইনা,0
"শালার পোলা গো কাহিনী সারাজীবন থাকব, কি চলতে বাংলাদেশ ",0
ভালোবাসা দিয়ে সবার পাশে আছি ,0
পারিনি হাজার চেষ্টায় আটকিয়ে রাখতে ,0
রাজ কে পাওয়ার জন্য হোগা গরম হইয়া গিয়াছে।,1
অসাধারণ একটা ভিডিও,0
গরু একাই যথেষ্ট,0
সত্যি অসাধারণ! ৫০০ টাকা দিয়ে ৭০০০ টাকা পেয়েছি।,0
তোর মতো মাদারচোদ কয়জন রে,1
পতিতার সাথে কথা না বলাই ভালো,1
এসব কিছু কুলাঙ্গার মেয়ের কারণে ছাত্ররা অপমানিত হবে।,1
এই মেয়েটা অনেক বড় বেয়াদব এর ফুল ফ্যামিলি বেয়াদব এর মা-বাবা সবাই বেয়াদব,1
"তুমি শুরু, তোমাতেই শেষ। তুমি হারালে আমার গল্প এখানেই শেষ!",0
তোমার বাড়ির কোন শিক্ষা নেই তাই তুমি এটা করতে পারছো,0
আপনাদের মন মানসিকতা অনেক খারাফ ও এখন ও ছোট কিছু বুজে না ভিউ পাওয়া জন্য আর কি করবা,0
আসলে খুব একটি দুঃখজনক বিষয় বাচ্চাটার জন্য দোয়া রইল আল্লাহ যেন উনাকে সুস্থ করেন এই দোয়াই করি,0
অসভ্যের মতন মানুষের চেহারা নিয়ে ঢং করাটা ঠিক না।,1
আসলে আপনাদের না থাপড়ানোটা পাপ৷,1
চুচু করে দিব,0
বেহাইয়া স্বামী ছিনতাইকারীদের লজ্জা শরম থাকে না পরের স্বামী কেড়ে নেয়,1
শালীর চেহারা দেখেন হেরইন খায় মনে হয়,1
ছিঃ মানুষ কতটা ছোটো না হলে এখন ও আমকে লিংক দিতে দেরি করে,1
ন্যাকামি ছাড়া আর কিছুই লাগে না,0
তানিশা নাম টা শুনলে আমার মুখে একটা কথাই আসে সেটা হলো নির্লজ্জ মাইয়া,1
"মিরাজ সবকিছু দেখছে, এবং ইউজ করছে। আমাদেরকে কি দরকার",0
খুব সুন্দর আচারি বেগুন রান্নার রেসিপি ,0
